,home_team.Rank,home_team. age,home_team.Total value,home_team.Points,home_Pl,home_Age,home_MP,home_Starts,home_Min,home_90s,home_Gls,home_Ast,home_G-PK,home_PK,home_PKatt,home_CrdY,home_CrdR,home_Gls.1,home_Ast.1,home_G+A,home_G-PK.1,home_G+A-PK
Cyprus,105,26.0,14250000.0,1179,22.0,25.15,2.0,22.0,180.0,2.0,1.0,0.5,1.0,0.0,0.0,2.0,0.5,0.5,0.25,0.75,0.5,0.75
Cyprus,105,26.0,14250000.0,1179,22.0,25.15,2.0,22.0,180.0,2.0,1.0,0.5,1.0,0.0,0.0,2.0,0.5,0.5,0.25,0.75,0.5,0.75
Cyprus,105,26.0,14250000.0,1179,22.0,25.15,2.0,22.0,180.0,2.0,1.0,0.5,1.0,0.0,0.0,2.0,0.5,0.5,0.25,0.75,0.5,0.75
Cyprus,105,26.0,14250000.0,1179,22.0,25.15,2.0,22.0,180.0,2.0,1.0,0.5,1.0,0.0,0.0,2.0,0.5,0.5,0.25,0.75,0.5,0.75
Cyprus,105,26.0,14250000.0,1179,22.0,25.15,2.0,22.0,180.0,2.0,1.0,0.5,1.0,0.0,0.0,2.0,0.5,0.5,0.25,0.75,0.5,0.75
Cyprus,105,26.0,14250000.0,1179,22.0,25.15,2.0,22.0,180.0,2.0,1.0,0.5,1.0,0.0,0.0,2.0,0.5,0.5,0.25,0.75,0.5,0.75
Cyprus,105,26.0,14250000.0,1179,22.0,25.15,2.0,22.0,180.0,2.0,1.0,0.5,1.0,0.0,0.0,2.0,0.5,0.5,0.25,0.75,0.5,0.75
Cyprus,105,26.0,14250000.0,1179,22.0,25.15,2.0,22.0,180.0,2.0,1.0,0.5,1.0,0.0,0.0,2.0,0.5,0.5,0.25,0.75,0.5,0.75
Cyprus,105,26.0,14250000.0,1179,22.0,25.15,2.0,22.0,180.0,2.0,1.0,0.5,1.0,0.0,0.0,2.0,0.5,0.5,0.25,0.75,0.5,0.75
Cyprus,105,26.0,14250000.0,1179,22.0,25.15,2.0,22.0,180.0,2.0,1.0,0.5,1.0,0.0,0.0,2.0,0.5,0.5,0.25,0.75,0.5,0.75
Cyprus,105,26.0,14250000.0,1179,22.0,25.15,2.0,22.0,180.0,2.0,1.0,0.5,1.0,0.0,0.0,2.0,0.5,0.5,0.25,0.75,0.5,0.75
Cyprus,105,26.0,14250000.0,1179,22.0,25.15,2.0,22.0,180.0,2.0,1.0,0.5,1.0,0.0,0.0,2.0,0.5,0.5,0.25,0.75,0.5,0.75
Cyprus,105,26.0,14250000.0,1179,22.0,25.15,2.0,22.0,180.0,2.0,1.0,0.5,1.0,0.0,0.0,2.0,0.5,0.5,0.25,0.75,0.5,0.75
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
South Africa,68,26.2,15800000.0,1358,19.5,26.21666666666667,2.333333333333333,25.666666666666664,210.0,2.333333333333333,2.333333333333333,0.6666666666666666,2.333333333333333,0.0,0.0,3.5,0.1666666666666666,1.1666666666666663,0.5,1.6666666666666667,1.1666666666666663,1.6666666666666667
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
Germany,11,26.9,773500000.0,1648,20.833333333333336,26.333333333333336,3.8333333333333335,42.16666666666667,355.0,3.95,8.333333333333334,4.0,8.166666666666666,0.1666666666666666,0.3333333333333333,2.166666666666667,0.3333333333333333,2.0516666666666667,1.2066666666666668,3.255,2.03,3.2333333333333334
