leagueid,leaguename,leaguecountry,leaguelogo,leagueflag,leagueseason,teamid,teamname,teamlogo,form,fixturesplayedhome,fixturesplayedaway,fixturesplayedtotal,fixtureswinshome,fixtureswinsaway,fixtureswinstotal,fixturesdrawshome,fixturesdrawsaway,fixturesdrawstotal,fixturesloseshome,fixtureslosesaway,fixtureslosestotal,goalsfortotalhome,goalsfortotalaway,goalsfortotaltotal,goalsforaveragehome,goalsforaverageaway,goalsforaveragetotal,goalsforminute015total,goalsforminute015percentage,goalsforminute1630total,goalsforminute1630percentage,goalsforminute3145total,goalsforminute3145percentage,goalsforminute4660total,goalsforminute4660percentage,goalsforminute6175total,goalsforminute6175percentage,goalsforminute7690total,goalsforminute7690percentage,goalsforminute91105total,goalsforminute91105percentage,goalsforminute106120total,goalsforminute106120percentage,goalsagainsttotalhome,goalsagainsttotalaway,goalsagainsttotaltotal,goalsagainstaveragehome,goalsagainstaverageaway,goalsagainstaveragetotal,goalsagainstminute015total,goalsagainstminute015percentage,goalsagainstminute1630total,goalsagainstminute1630percentage,goalsagainstminute3145total,goalsagainstminute3145percentage,goalsagainstminute4660total,goalsagainstminute4660percentage,goalsagainstminute6175total,goalsagainstminute6175percentage,goalsagainstminute7690total,goalsagainstminute7690percentage,goalsagainstminute91105total,goalsagainstminute91105percentage,goalsagainstminute106120total,goalsagainstminute106120percentage,biggeststreakwins,biggeststreakdraws,biggeststreakloses,biggestwinshome,biggestwinsaway,biggestloseshome,biggestlosesaway,biggestgoalsforhome,biggestgoalsforaway,biggestgoalsagainsthome,biggestgoalsagainstaway,clean_sheethome,clean_sheetaway,clean_sheettotal,failed_to_scorehome,failed_to_scoreaway,failed_to_scoretotal,penaltyscoredtotal,penaltyscoredpercentage,penaltymissedtotal,penaltymissedpercentage,penaltytotal,cardsyellow015total,cardsyellow015percentage,cardsyellow1630total,cardsyellow1630percentage,cardsyellow3145total,cardsyellow3145percentage,cardsyellow4660total,cardsyellow4660percentage,cardsyellow6175total,cardsyellow6175percentage,cardsyellow7690total,cardsyellow7690percentage,cardsyellow91105total,cardsyellow91105percentage,cardsyellow106120total,cardsyellow106120percentage,cardsred015total,cardsred015percentage,cardsred1630total,cardsred1630percentage,cardsred3145total,cardsred3145percentage,cardsred4660total,cardsred4660percentage,cardsred6175total,cardsred6175percentage,cardsred7690total,cardsred7690percentage,cardsred91105total,cardsred91105percentage,cardsred106120total,cardsred106120percentage,lineups0formation,lineups0played,lineups1formation,lineups1played,lineups2formation,lineups2played,lineups3formation,lineups3played
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,26,Argentina,https://media.api-sports.io/football/teams/26.png,WWWWWDL,4,3,7,4,1,5,0,1,1,0,1,1,5,3,8,1.3,1.0,1.1,2,28.57%,NULL,NULL,NULL,NULL,2,28.57%,1,14.29%,NULL,NULL,1,14.29%,1,14.29%,1,3,4,0.3,1.0,0.6,2,40.00%,NULL,NULL,NULL,NULL,1,20.00%,NULL,NULL,1,20.00%,NULL,NULL,1,20.00%,5,1,0,2-1,2-3,NULL,1-0,2,3,1,2,3,1,4,0,2,2,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,27,Portugal,https://media.api-sports.io/football/teams/27.png,LDW,1,2,3,1,0,1,0,1,1,0,1,1,2,2,4,2.0,1.0,1.3,1,33.33%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,33.33%,1,33.33%,NULL,NULL,1,6,7,1.0,3.0,2.3,1,12.50%,1,12.50%,1,12.50%,2,25.00%,1,12.50%,2,25.00%,NULL,NULL,NULL,NULL,0,1,1,2-1,NULL,NULL,4-0,2,2,1,4,0,0,0,0,1,1,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,21,Denmark,https://media.api-sports.io/football/teams/21.png,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,17,"South Korea",https://media.api-sports.io/football/teams/17.png,DLL,2,1,3,0,0,0,0,1,1,2,0,2,2,1,3,1.0,1.0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,1,33.33%,2,66.67%,NULL,NULL,NULL,NULL,NULL,NULL,5,1,6,2.5,1.0,2.0,NULL,NULL,2,33.33%,1,16.67%,NULL,NULL,2,33.33%,1,16.67%,NULL,NULL,NULL,NULL,0,1,0,NULL,NULL,2-4,NULL,2,1,4,1,0,0,0,1,0,1,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,25,Germany,https://media.api-sports.io/football/teams/25.png,WDWWWWW,4,3,7,3,3,6,1,0,1,0,0,0,9,9,18,2.3,3.0,2.6,3,16.67%,4,22.22%,1,5.56%,3,16.67%,2,11.11%,2,11.11%,1,5.56%,2,11.11%,3,1,4,0.8,0.3,0.6,NULL,NULL,NULL,NULL,NULL,NULL,1,25.00%,1,25.00%,1,25.00%,NULL,NULL,1,25.00%,1,1,0,4-0,1-7,NULL,NULL,4,7,2,1,2,2,4,0,0,0,1,100.00%,0,0%,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,31,Morocco,https://media.api-sports.io/football/teams/31.png,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,24,Poland,https://media.api-sports.io/football/teams/24.png,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,22,Iran,https://media.api-sports.io/football/teams/22.png,DLL,1,2,3,0,0,0,1,0,1,0,2,2,0,1,1,0.0,0.5,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100.00%,NULL,NULL,NULL,NULL,0,4,4,0.0,2.0,1.3,NULL,NULL,1,25.00%,NULL,NULL,1,25.00%,NULL,NULL,1,25.00%,1,25.00%,NULL,NULL,0,1,0,NULL,NULL,NULL,3-1,0,1,0,3,1,0,1,1,1,2,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,20,Australia,https://media.api-sports.io/football/teams/20.png,LLL,2,1,3,0,0,0,0,0,0,2,1,3,2,1,3,1.0,1.0,1.0,NULL,NULL,1,33.33%,1,33.33%,1,33.33%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,3,9,3.0,3.0,3.0,2,22.22%,1,11.11%,1,11.11%,1,11.11%,2,22.22%,1,11.11%,1,11.11%,NULL,NULL,0,0,3,NULL,NULL,0-3,3-1,2,1,3,3,0,0,0,1,0,1,1,100.00%,0,0%,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,28,Tunisia,https://media.api-sports.io/football/teams/28.png,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,18,Iceland,https://media.api-sports.io/football/teams/18.png,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,19,Nigeria,https://media.api-sports.io/football/teams/19.png,DWLL,2,2,4,1,0,1,0,1,1,1,1,2,3,0,3,1.5,0.0,0.8,1,25.00%,1,25.00%,NULL,NULL,1,25.00%,NULL,NULL,NULL,NULL,1,25.00%,NULL,NULL,3,2,5,1.5,1.0,1.3,1,25.00%,NULL,NULL,NULL,NULL,2,50.00%,NULL,NULL,1,25.00%,NULL,NULL,NULL,NULL,1,1,0,1-0,NULL,2-3,2-0,2,0,3,2,1,1,2,0,2,2,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,30,Peru,https://media.api-sports.io/football/teams/30.png,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2014,23,"Saudi Arabia",https://media.api-sports.io/football/teams/23.png,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,9,Spain,https://media.api-sports.io/football/teams/9.png,DWDD,2,2,4,0,1,1,2,1,3,0,0,0,3,4,7,1.5,2.0,1.8,NULL,NULL,2,22.22%,NULL,NULL,3,33.33%,NULL,NULL,NULL,NULL,1,11.11%,3,33.33%,3,3,6,1.5,1.5,1.5,3,27.27%,NULL,NULL,2,18.18%,NULL,NULL,NULL,NULL,2,18.18%,NULL,NULL,4,36.36%,1,1,0,NULL,0-1,NULL,NULL,2,3,2,3,0,1,1,0,0,0,3,60.00%,2,40.00%,5,NULL,NULL,1,50.00%,1,50.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-3-3,2,4-2-3-1,1,4-1-4-1,1,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,15,Switzerland,https://media.api-sports.io/football/teams/15.png,DWDL,1,3,4,0,1,1,1,1,2,0,1,1,2,3,5,2.0,1.0,1.3,NULL,NULL,NULL,NULL,1,16.67%,2,33.33%,NULL,NULL,2,33.33%,1,16.67%,NULL,NULL,2,3,5,2.0,1.0,1.3,1,25.00%,1,25.00%,NULL,NULL,1,25.00%,1,25.00%,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,1-2,NULL,1-0,2,2,2,1,0,0,0,0,1,1,0,0%,0,0%,0,NULL,NULL,NULL,NULL,2,22.22%,NULL,NULL,5,55.56%,2,22.22%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100.00%,NULL,NULL,NULL,NULL,4-2-3-1,4,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,11,Panama,https://media.api-sports.io/football/teams/11.png,LLL,1,2,3,0,0,0,0,0,0,1,2,3,1,1,2,1.0,0.5,0.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100.00%,NULL,NULL,NULL,NULL,2,9,11,2.0,4.5,3.7,1,8.33%,1,8.33%,3,25.00%,3,25.00%,4,33.33%,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,NULL,NULL,1-2,6-1,1,1,2,6,0,0,0,0,1,1,0,0%,0,0%,0,1,9.09%,1,9.09%,2,18.18%,3,27.27%,1,9.09%,3,27.27%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-1-4-1,3,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,7,Uruguay,https://media.api-sports.io/football/teams/7.png,WWWWL,4,1,5,3,1,4,0,0,0,1,0,1,6,1,7,1.5,1.0,1.4,2,33.33%,1,16.67%,NULL,NULL,NULL,NULL,1,16.67%,2,33.33%,NULL,NULL,NULL,NULL,3,0,3,0.8,0.0,0.6,NULL,NULL,1,25.00%,1,25.00%,1,25.00%,1,25.00%,NULL,NULL,NULL,NULL,NULL,NULL,4,0,0,3-0,0-1,0-2,NULL,3,1,2,0,2,1,3,1,0,1,0,0%,0,0%,0,NULL,NULL,NULL,NULL,1,33.33%,1,33.33%,1,33.33%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-3-1-2,3,4-4-2,2,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,4,Russia,https://media.api-sports.io/football/teams/4.png,WWLDD,3,2,5,2,0,2,1,1,2,0,1,1,10,1,11,3.3,0.5,2.2,2,10.53%,1,5.26%,3,15.79%,1,5.26%,2,10.53%,NULL,NULL,2,10.53%,8,42.11%,3,4,7,1.0,2.0,1.4,1,7.69%,NULL,NULL,1,7.69%,1,7.69%,1,7.69%,1,7.69%,1,7.69%,7,53.85%,2,0,1,5-0,NULL,NULL,3-0,5,1,2,3,1,0,1,0,1,1,8,80.00%,2,20.00%,10,1,12.50%,1,12.50%,1,12.50%,1,12.50%,1,12.50%,2,25.00%,NULL,NULL,1,12.50%,NULL,NULL,NULL,NULL,1,100.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-2-3-1,4,3-4-2-1,1,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,6,Brazil,https://media.api-sports.io/football/teams/6.png,DWWWL,4,1,5,2,1,3,1,0,1,1,0,1,6,2,8,1.5,2.0,1.6,1,11.11%,1,11.11%,1,11.11%,1,11.11%,1,11.11%,2,22.22%,2,22.22%,NULL,NULL,3,0,3,0.8,0.0,0.6,NULL,NULL,NULL,NULL,1,50.00%,1,50.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,1,0,2-0,0-2,1-2,NULL,2,2,2,0,2,1,3,0,0,0,0,0%,0,0%,0,NULL,NULL,NULL,NULL,1,14.29%,2,28.57%,NULL,NULL,4,57.14%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-3-3,4,4-4-2,1,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,16,Mexico,https://media.api-sports.io/football/teams/16.png,WWLL,1,3,4,0,2,2,0,0,0,1,1,2,0,3,3,0.0,1.0,0.8,NULL,NULL,1,25.00%,1,25.00%,NULL,NULL,2,50.00%,NULL,NULL,NULL,NULL,NULL,NULL,3,3,6,3.0,1.0,1.5,NULL,NULL,NULL,NULL,NULL,NULL,2,40.00%,1,20.00%,1,20.00%,1,20.00%,NULL,NULL,2,0,0,NULL,1-2,0-3,2-0,0,2,3,2,0,1,1,1,1,2,1,100.00%,0,0%,1,1,11.11%,NULL,NULL,2,22.22%,1,11.11%,1,11.11%,4,44.44%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-2-3-1,3,4-3-3,1,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,1,Belgium,https://media.api-sports.io/football/teams/1.png,WWWWWLW,4,3,7,4,2,6,0,0,0,0,1,1,13,3,16,3.3,1.0,2.3,2,13.33%,1,6.67%,1,6.67%,4,26.67%,4,26.67%,2,13.33%,1,6.67%,NULL,NULL,4,2,6,1.0,0.7,0.9,1,14.29%,1,14.29%,NULL,NULL,3,42.86%,NULL,NULL,1,14.29%,1,14.29%,NULL,NULL,5,0,1,5-2,1-2,NULL,1-0,5,2,2,1,2,1,3,0,1,1,1,100.00%,0,0%,1,1,9.09%,1,9.09%,1,9.09%,2,18.18%,3,27.27%,3,27.27%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3-4-2-1,5,4-3-3,1,4-2-3-1,1,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,5,Sweden,https://media.api-sports.io/football/teams/5.png,WLWWL,3,2,5,2,1,3,0,0,0,1,1,2,2,4,6,0.7,2.0,1.2,NULL,NULL,NULL,NULL,1,20.00%,1,20.00%,3,60.00%,NULL,NULL,NULL,NULL,NULL,NULL,2,2,4,0.7,1.0,0.8,NULL,NULL,1,20.00%,NULL,NULL,2,40.00%,1,20.00%,NULL,NULL,1,20.00%,NULL,NULL,2,0,1,1-0,0-3,0-2,2-1,1,3,2,2,2,1,3,1,0,1,2,100.00%,0,0%,2,NULL,NULL,1,12.50%,1,12.50%,1,12.50%,1,12.50%,4,50.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-4-2,5,NULL,NULL,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,12,Japan,https://media.api-sports.io/football/teams/12.png,WDLL,2,2,4,0,1,1,1,0,1,1,1,2,2,4,6,1.0,2.0,1.5,1,16.67%,NULL,NULL,1,16.67%,2,33.33%,1,16.67%,1,16.67%,NULL,NULL,NULL,NULL,3,4,7,1.5,2.0,1.8,1,14.29%,NULL,NULL,1,14.29%,1,14.29%,3,42.86%,NULL,NULL,1,14.29%,NULL,NULL,1,1,0,NULL,1-2,0-1,3-2,2,2,2,3,0,0,0,1,0,1,1,100.00%,0,0%,1,NULL,NULL,NULL,NULL,1,20.00%,NULL,NULL,2,40.00%,2,40.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-2-3-1,3,4-4-2,1,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,8,Colombia,https://media.api-sports.io/football/teams/8.png,LWWD,2,2,4,0,2,2,1,0,1,1,0,1,2,4,6,1.0,2.0,1.5,NULL,NULL,NULL,NULL,2,22.22%,NULL,NULL,3,33.33%,NULL,NULL,1,11.11%,3,33.33%,3,0,3,1.5,0.0,0.8,1,14.29%,NULL,NULL,NULL,NULL,1,14.29%,1,14.29%,NULL,NULL,NULL,NULL,4,57.14%,2,0,1,NULL,0-3,1-2,NULL,1,3,2,0,0,2,2,0,0,0,3,60.00%,2,40.00%,5,NULL,NULL,NULL,NULL,2,22.22%,2,22.22%,3,33.33%,1,11.11%,NULL,NULL,1,11.11%,1,100.00%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-2-3-1,3,4-3-1-2,1,NULL,NULL,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,3,Croatia,https://media.api-sports.io/football/teams/3.png,WWWDDWL,3,4,7,2,2,4,1,1,2,0,1,1,5,9,14,1.7,2.3,2.0,1,4.76%,2,9.52%,1,4.76%,2,9.52%,3,14.29%,2,9.52%,2,9.52%,8,38.10%,2,7,9,0.7,1.8,1.3,2,14.29%,NULL,NULL,3,21.43%,1,7.14%,1,7.14%,1,7.14%,NULL,NULL,6,42.86%,3,2,0,2-0,0-3,NULL,4-2,2,3,1,4,1,1,2,0,0,0,8,72.73%,3,27.27%,11,1,6.67%,1,6.67%,3,20.00%,2,13.33%,1,6.67%,4,26.67%,2,13.33%,1,6.67%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-1-4-1,4,4-2-3-1,2,4-3-2-1,1,NULL,NULL
1,"World Cup",World,https://media.api-sports.io/football/leagues/1.png,NULL,2018,2,France,https://media.api-sports.io/football/teams/2.png,WWDWWWW,5,2,7,5,1,6,0,1,1,0,0,0,12,2,14,2.4,1.0,2.0,1,8.33%,NULL,NULL,3,25.00%,4,33.33%,4,33.33%,NULL,NULL,NULL,NULL,NULL,NULL,6,0,6,1.2,0.0,0.9,NULL,NULL,2,25.00%,1,12.50%,1,12.50%,2,25.00%,1,12.50%,1,12.50%,NULL,NULL,2,1,0,4-2,0-2,NULL,NULL,4,2,3,0,2,2,4,0,1,1,3,100.00%,0,0%,3,NULL,NULL,2,16.67%,2,16.67%,NULL,NULL,3,25.00%,5,41.67%,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-2-3-1,5,4-4-2,1,4-3-3,1,NULL,NULL
